# M(MSol)        R(km)       nb_c(fm^-3)     cs2_c       mub_c(fm^-3) cs2_mub_Vavg  mub_cs2p_Vavg
3.560704710734115541e-01 1.413223085956873071e+01 1.911677414478399339e-01 1.017356752913405882e-01 9.871931080345028704e+02 5.410813403904448496e+05 5.806458974935731210e-02
3.717992111116383280e-01 1.400229931369528735e+01 1.944528661759600263e-01 1.088061091903776284e-01 9.889659953771766823e+02 4.440602478544180049e+05 6.194554208896770747e-02
3.883969926394747474e-01 1.387951036523187298e+01 1.977198080713448713e-01 1.162084948753111524e-01 9.908221223188003250e+02 3.638640638206488802e+05 6.598881902505966679e-02
4.059092464804334721e-01 1.376898710378680057e+01 2.009727064045336853e-01 1.239613881406339962e-01 9.927661074096276934e+02 2.977171470081216539e+05 7.005856394713758095e-02
4.243809614116166307e-01 1.367053365992031821e+01 2.042152633576683474e-01 1.320837554059119678e-01 9.948028233108077529e+02 2.432419850283390260e+05 7.411622370460695108e-02
4.438566110798330411e-01 1.358728511394504324e+01 2.074507359137020557e-01 1.405954155824702956e-01 9.969373793618110540e+02 1.984862160340138944e+05 7.803743734066631577e-02
4.643800468596427922e-01 1.350732990735973083e+01 2.106818559362758081e-01 1.495176281041446231e-01 9.991750722599499568e+02 1.617805459125614725e+05 8.212381965982100407e-02
4.859943680068811167e-01 1.343719886494546323e+01 2.139111016672433918e-01 1.588726414030241507e-01 1.001521476933719669e+03 1.317275007399300230e+05 8.616115992270523272e-02
5.087417607946055353e-01 1.337747292136455535e+01 2.171407144146580426e-01 1.686842933640557707e-01 1.003982460151841678e+03 1.071573567989339208e+05 9.008679976011021995e-02
5.326633367748541126e-01 1.332754887152726653e+01 2.203726630224265293e-01 1.789768085657962582e-01 1.006564167859164172e+03 8.710050515869098308e+04 9.387628772161828172e-02
5.577988949582557421e-01 1.328713769752097740e+01 2.236086641534925368e-01 1.897761003517252076e-01 1.009273055241054976e+03 7.075363029109242780e+04 9.749950769698802200e-02
5.841867108419133148e-01 1.325772989575989946e+01 2.268502975394777743e-01 2.011097044750609353e-01 1.012115931743257192e+03 5.744999890214088373e+04 1.008614444556258372e-01
6.118632487237954942e-01 1.322747766985366624e+01 2.300990367374551315e-01 2.130055141356666237e-01 1.015099995450850770e+03 4.662881417404220701e+04 1.043671088330889868e-01
6.408628829461344711e-01 1.320778115098780425e+01 2.333561950269377183e-01 2.254938092540683392e-01 1.018232814918165332e+03 3.783131364505580132e+04 1.075351195739282506e-01
6.712176046152300568e-01 1.319745012134715800e+01 2.366226772332746531e-01 2.386069232151278308e-01 1.021522228442939763e+03 3.069175672695947287e+04 1.103852179135922512e-01
7.029566792101930028e-01 1.318908589088209737e+01 2.398996284873396723e-01 2.523766798014743240e-01 1.024976694530895202e+03 2.489781793175190251e+04 1.131757128922817046e-01
7.361062921606941201e-01 1.318830468166457592e+01 2.431877334778873023e-01 2.668400081851135530e-01 1.028604927033411059e+03 2.019558110964452862e+04 1.156210132073958868e-01
7.706892224290941007e-01 1.319771725115426442e+01 2.464878313341952454e-01 2.820318615467771184e-01 1.032416270803268389e+03 1.638601281951022975e+04 1.175975423708227191e-01
8.067244370648383178e-01 1.320762666920779438e+01 2.498004437264918776e-01 2.979935070151664700e-01 1.036420444090632600e+03 1.330015880483691944e+04 1.195037663173294518e-01
8.442267152838018873e-01 1.321983002535079876e+01 2.531260692473505935e-01 3.147633270034882469e-01 1.040627744660735289e+03 1.079762973926892482e+04 1.212040568126998841e-01
8.832062851800277503e-01 1.323947557208847314e+01 2.564651040319859687e-01 3.323871585843682364e-01 1.045049021191979364e+03 8.772383468711055684e+03 1.224889960766213370e-01
9.236684307867090160e-01 1.326238431361371006e+01 2.598178510638903260e-01 3.509082391034981652e-01 1.049695728403417661e+03 7.129453634286475790e+03 1.234671246241011988e-01
9.656131089056736450e-01 1.328817506854472619e+01 2.631844760245074522e-01 3.703767474273800819e-01 1.054579894488872242e+03 5.798912364163714301e+03 1.241818799321157268e-01
1.009034617212020812e+00 1.331889729265704503e+01 2.665650768815898686e-01 3.908409157291926062e-01 1.059714243628619897e+03 4.721103792006382719e+03 1.245245996650098247e-01
1.053921212586331535e+00 1.335080273626154934e+01 2.699596572693870322e-01 4.123572015088451947e-01 1.065112186002957742e+03 3.844834099148205041e+03 1.245673037721494458e-01
1.100254811293591484e+00 1.338858822935815418e+01 2.733681386648689204e-01 4.349796603020182895e-01 1.070787871971773484e+03 3.135558114611165365e+03 1.242023855652413661e-01
1.148010738215767601e+00 1.342909485884229248e+01 2.767903236948379697e-01 4.587688408642989768e-01 1.076756219370488225e+03 2.559491099025458425e+03 1.235015173185048665e-01
1.197157425522726859e+00 1.346871924169587764e+01 2.802259591238889236e-01 4.837867152479819466e-01 1.083032989045765817e+03 2.090796934136819800e+03 1.225912005624572726e-01
1.247656245118144769e+00 1.350929049904446977e+01 2.836746948437602889e-01 5.100990056602183742e-01 1.089634823960487665e+03 1.710013140266965820e+03 1.214322644596917689e-01
1.299461360874014648e+00 1.354943163237646608e+01 2.871360641920397416e-01 5.377645616211305102e-01 1.096579232600624891e+03 1.400628790775319430e+03 1.201039075513454929e-01
1.352519609710007176e+00 1.359112176833700936e+01 2.906095686317895499e-01 5.669011586010261894e-01 1.103884811201083949e+03 1.148330939746276727e+03 1.184488986441644687e-01
1.406770563315057565e+00 1.363955433825807262e+01 2.940945849108538845e-01 5.975326370677181975e-01 1.111571117168301271e+03 9.434445349776450485e+02 1.163735969020313482e-01
1.462146453044895766e+00 1.368084584932107717e+01 2.975903924232244924e-01 6.297725041386926792e-01 1.119658794513642533e+03 7.756390070223374096e+02 1.143067548526603833e-01
1.518572384113602070e+00 1.372963221526370958e+01 3.010962322309976291e-01 6.636961299306466389e-01 1.128169745675118065e+03 6.386402753208136573e+02 1.117279678623869787e-01
1.575966479120666452e+00 1.377141909629235705e+01 3.046112182050742523e-01 6.993922948780939564e-01 1.137127030447423977e+03 5.269030325656619880e+02 1.092935989944646136e-01
1.634240177904864977e+00 1.381959804264963587e+01 3.081344067466427195e-01 7.369709218260069861e-01 1.146555086006266947e+03 4.351341578977906011e+02 1.063526125888197421e-01
1.693298608693968310e+00 1.386133649744655827e+01 3.116647465564542085e-01 7.765311923395796789e-01 1.156479682390183143e+03 3.601435821346178159e+02 1.035477175511675674e-01
1.753040978831235774e+00 1.391015831051367613e+01 3.152011177304157030e-01 8.181800804976823160e-01 1.166928109657282903e+03 2.984058503006373257e+02 1.002605162689550466e-01
1.813361128241156583e+00 1.395008474467503135e+01 3.187423322564939543e-01 8.620056550109007620e-01 1.177929280463677742e+03 2.478249063611400800e+02 9.720863752127149870e-02
1.874148106523803925e+00 1.399096416332021597e+01 3.222870756871180076e-01 9.081967489699750429e-01 1.189513636171423968e+03 2.060163536006488130e+02 9.390865993435396075e-02
1.935286742610251576e+00 1.403173481922591925e+01 3.258363401500644629e-01 9.480510962330244151e-01 1.201715221149459467e+03 1.716840880602529751e+02 9.055708552188193594e-02
1.996628763174721932e+00 1.407145419303655842e+01 3.295035098438788279e-01 9.499984444973187392e-01 1.214562115022612716e+03 1.434449768999519961e+02 8.719662594717945969e-02
2.057944969711628769e+00 1.411050017081556263e+01 3.333671489641278352e-01 9.500007787696574946e-01 1.228086084205955558e+03 1.199933560607614424e+02 8.368287088314682598e-02
2.118990658181186593e+00 1.414955081701735118e+01 3.374346424996425009e-01 9.500029632524329415e-01 1.242316744923607757e+03 1.006897878866239324e+02 8.015673074797820263e-02
2.179524956602144847e+00 1.418043681303802117e+01 3.417150674606483918e-01 9.500027020644346010e-01 1.257283099707366318e+03 8.475865389785965931e+01 7.683655107337986068e-02
2.239313256019319631e+00 1.421058103336491207e+01 3.462175088332773432e-01 9.500008885381824308e-01 1.273015603288038164e+03 7.161085610610395236e+01 7.353880512829016891e-02
2.298129537831529845e+00 1.424081795306347331e+01 3.509512959284995515e-01 9.500019486968460658e-01 1.289545451359034814e+03 6.060605013184192558e+01 7.010297629211145742e-02
2.355758435079560620e+00 1.426717176665325759e+01 3.559259592134615957e-01 9.500041162119607918e-01 1.306904422947085095e+03 5.155027955583855004e+01 6.686794480148282316e-02
2.411996992169667120e+00 1.428838139086029813e+01 3.611513170120687621e-01 9.499980050535551390e-01 1.325125158844574571e+03 4.392185108922785020e+01 6.363146175591796738e-02
2.466656105428878920e+00 1.430742568992039843e+01 3.666373877994371089e-01 9.500018706418760228e-01 1.344240819699049325e+03 3.761558708406888485e+01 6.055165295080895682e-02
2.519561759992765104e+00 1.432022917814062168e+01 3.723944222332088994e-01 9.500008176022965989e-01 1.364285168023374581e+03 3.231740508041829685e+01 5.758830648379660577e-02
2.570556046284198093e+00 1.433078514904067902e+01 3.784329113799273503e-01 9.499990408441055800e-01 1.385292909952174568e+03 2.786633647333377084e+01 5.468748659857956829e-02
2.619497680399439421e+00 1.433755014943600692e+01 3.847635577754018321e-01 9.500054886599171855e-01 1.407299044890547066e+03 2.414138273639403565e+01 5.193978029523273199e-02
2.666262635768161360e+00 1.433908738150889661e+01 3.913973421905403427e-01 9.499992742932633627e-01 1.430339506969908143e+03 2.099098034321398032e+01 4.931311356945612678e-02
2.710744116863047726e+00 1.433801471108194470e+01 3.983454544718531554e-01 9.500025764273996032e-01 1.454450759941166098e+03 1.832412628153102929e+01 4.677818994171741018e-02
2.752852764168401745e+00 1.433140951430186227e+01 4.056193168505513591e-01 9.499987890640790855e-01 1.479669976563358432e+03 1.607102273407891602e+01 4.441570198950438308e-02
2.792516102010873080e+00 1.432095318236106252e+01 4.132306060887206423e-01 9.500031383348022107e-01 1.506034828552312320e+03 1.414018332554859825e+01 4.213048618449462962e-02
2.829678496993033310e+00 1.430796777967801425e+01 4.211912560363590963e-01 9.500005307700247759e-01 1.533583869833156314e+03 1.249675072198285086e+01 3.995907606729651868e-02
2.864300238286504818e+00 1.428868727051927223e+01 4.295134619178971880e-01 9.499906655756157337e-01 1.562356334334931489e+03 1.109267992322582863e+01 3.794810969065959272e-02
2.896356877582626499e+00 1.426774012416711912e+01 4.382096023531364404e-01 9.500095764040511481e-01 1.592391853464350788e+03 9.889943566363454508e+00 3.603303565435151540e-02
2.925838633502244601e+00 1.423908839460543341e+01 4.472924505137748086e-01 9.500004640891072105e-01 1.623731228726242534e+03 8.836175954432485824e+00 3.420801715819279942e-02
2.952749180773411197e+00 1.420878275606750485e+01 4.567749481777887421e-01 9.499892979623558720e-01 1.656415636595451133e+03 7.951319880813093377e+00 3.256943828917725769e-02
2.977104696322368849e+00 1.417746689272084204e+01 4.666704333616191747e-01 9.500183297969251317e-01 1.690487383534640003e+03 7.161524786267663423e+00 3.090334249920963575e-02
2.998933104132179839e+00 1.413801751404117901e+01 4.769924069494383967e-01 9.500026509002682529e-01 1.725989084293612450e+03 6.498540308040529290e+00 2.949373388238867716e-02
3.018272688071055754e+00 1.409778794490751075e+01 4.877547840463905549e-01 9.500013996866121246e-01 1.762964717852870308e+03 5.911383125026719476e+00 2.810277677883029832e-02
3.035171188531990083e+00 1.405065649185038623e+01 4.989717891269867533e-01 9.499987393305391326e-01 1.801458846336866145e+03 5.398582357091182615e+00 2.683707809830307434e-02
3.049684722314964347e+00 1.400760578990543159e+01 5.106579530978797576e-01 9.500102148017294246e-01 1.841517097399097338e+03 4.940735410211328116e+00 2.554285204249571659e-02
3.061876970765617045e+00 1.395166797358664823e+01 5.228281913966981165e-01 9.499999399786733800e-01 1.883185951441527777e+03 4.549842460687210099e+00 2.448087889953226223e-02
3.071817701285159075e+00 1.389823790738945419e+01 5.354977670797634870e-01 9.500026891826808262e-01 1.926512977694919073e+03 4.202191808502931281e+00 2.342485886885069951e-02
3.079582391072163805e+00 1.384196355813859114e+01 5.486823687882327327e-01 9.499994420603294909e-01 1.971546897523897769e+03 3.904421787697355928e+00 2.249313469863693446e-02
3.085250931590934886e+00 1.378736258198647135e+01 5.623980048755721217e-01 9.500113970902412941e-01 2.018337276334154922e+03 3.626903541919407115e+00 2.150825156774468366e-02
3.088907019365730200e+00 1.372187972659385480e+01 5.766612967514366250e-01 9.499992060969304486e-01 2.066935495663656184e+03 3.389460178527099021e+00 2.070662400976138254e-02
3.090637161488368978e+00 1.365915398511816115e+01 5.914890819607778738e-01 9.500010309136813769e-01 2.117393376777138201e+03 3.177464537803779798e+00 1.991702386890868703e-02
3.090530218590107125e+00 1.359727506562941102e+01 6.068988005887127057e-01 9.499998896330221765e-01 2.169764626314030920e+03 -1.490978337843500423e+00 -9.558715053497297484e-03
3.088676583536781983e+00 1.352785064171695240e+01 6.229083782955784354e-01 9.499996913758209649e-01 2.224104139173370186e+03 2.831334118981460701e+00 1.856658061273051830e-02
3.085167381052128288e+00 1.345827358059010059e+01 6.395362094977589118e-01 9.500028417460203434e-01 2.280468288036572631e+03 2.675104691470899354e+00 1.789823893822374556e-02
3.080094499238712480e+00 1.338854913614514963e+01 6.568012353847703100e-01 9.500055418044567324e-01 2.338914899845118271e+03 2.543352311833081636e+00 1.732135135800308770e-02
3.073549528107874185e+00 1.331795624530897726e+01 6.747229738865480053e-01 9.499885962053489230e-01 2.399503457167690613e+03 2.431276416973862542e+00 1.682170931127220659e-02
3.065623552633557125e+00 1.324754701045708494e+01 6.933215234438635521e-01 9.500008524624633521e-01 2.462295118440610622e+03 2.320499975852783781e+00 1.627499887880923951e-02
3.056406867532047489e+00 1.317027744646431486e+01 7.126175659819661279e-01 9.500015416748661679e-01 2.527352698887264978e+03 2.230491870495351137e+00 1.586735304557250134e-02
